Genre,Number of Reviews,Rating,Size,Version,Min Price,Max Price,Age,Month,Day,Year,Min Downloads,Minimum Android Version,Interactive Element Score
News & Magazines,118,4.2,11.0,1.0,0.0,0.0,3,9,4,2019,10000,4.0.3,0
Puzzle,461,4.5,930.0,1.0,0.0,0.0,3,2,15,2016,10000,2.1,0
Personalization,801,4.6,13.0,1.0,0.0,0.0,3,1,10,2020,50000,4.1,0
Tools,1223,4.4,13.0,1.0,139.99,139.99,3,1,14,2020,100000,4.1,3
Maps & Navigation,96,4.1,1.1,1.0,0.0,0.0,3,5,29,2016,10000,2.2,0
Tools,4703,4.0,4.0,4.0,0.0,0.0,3,3,28,2020,500000,2.3.3,0
Communication,202,2.3,14.0,2.0,0.0,0.0,3,3,8,2019,10000,5.0,0
Tools,188,4.1,710.0,1.0,0.0,0.0,3,5,23,2018,10000,2.3.3,0
Video Players & Editors,21351,3.2,8.8,2.0,110.0,240.0,3,3,23,2020,10000000,4.1,0
Video Players & Editors,38456,4.2,9.7,1.0,0.0,0.0,3,6,22,2020,10000000,5.1,0
Education,35,4.6,3.0,20.0,0.0,0.0,3,4,18,2020,1000,5.1,0
Music & Audio,26637,4.4,43.0,1.0,131.94,26000.0,18,2,26,2020,1000000,5.1,3
Education,30,2.9,7.6,1.0,0.0,0.0,3,2,20,2020,5000,4.1,5
Personalization,177,4.6,9.8,1.0,0.0,0.0,3,1,12,2019,10000,3.0,1
Video Players & Editors,147184,4.8,8.4,1.0,190.0,190.0,3,5,24,2020,10000000,4.4,0
Sports,780,4.5,-1.0,3.0,0.0,0.0,3,12,6,2019,100000,-1,7
Finance,15578,3.4,43.0,2.0,0.0,0.0,3,6,15,2020,1000000,4.4,0
Productivity,216900,4.5,-1.0,-1.0,0.0,0.0,3,3,9,2020,10000000,-1,0
Shopping,3981,3.9,23.0,4.0,0.0,0.0,3,6,23,2020,500000,4.3,0
Finance,150,3.0,13.0,2.0,0.0,0.0,3,5,28,2018,10000,2.3.3,5
Video Players & Editors,277657,4.1,9.0,1.0,0.0,0.0,12,5,24,2020,100000000,5.1,0
Tools,3930055,4.5,-1.0,3.0,65.0,3400.0,3,6,13,2020,100000000,-1,0
Maps & Navigation,887,3.8,23.0,5.0,0.0,0.0,3,4,16,2020,100000,4.1,0
Video Players & Editors,136963,4.3,8.9,1.0,0.0,0.0,3,6,12,2020,50000000,5.1,0
Personalization,24115,4.2,12.0,14.0,0.0,0.0,3,5,21,2020,10000000,4.2,0
Personalization,181276,4.4,5.5,2.0,10.0,150.0,7,6,24,2020,10000000,6.0,3
Music & Audio,114,4.0,-1.0,-1.0,0.0,0.0,3,2,15,2017,10000,4.1,0
Health & Fitness,1102723,4.8,16.0,1.0,180.0,3350.0,3,6,2,2020,100000000,4.4,0
Entertainment,10,4.8,9.2,2.0,0.0,0.0,16,4,26,2020,1000,4.1,0
Business,820,4.6,40.0,1.0,0.0,0.0,3,7,30,2019,10000,4.1,0
Communication,530253,4.3,53.0,2.0,70.0,1700.0,3,6,8,2020,10000000,5.0,1
News & Magazines,193026,3.5,14.0,8.0,0.0,0.0,3,2,20,2020,50000000,4.4,1
Shopping,5525830,4.3,-1.0,-1.0,0.0,0.0,3,6,18,2020,100000000,-1,1
Education,173,4.1,29.0,1.0,0.0,0.0,3,3,1,2019,50000,4.0.3,0
Education,30817,4.2,7.5,2.0,0.0,0.0,3,5,27,2020,1000000,4.1,0
Productivity,105013,4.3,14.0,2.0,0.0,0.0,3,6,26,2020,10000000,4.4,4
Education,46,4.2,8.0,0.0,0.0,0.0,3,5,24,2019,5000,4.4,5
Social,1460327,4.4,28.0,1.0,0.0,0.0,12,6,26,2020,100000000,4.1,1
Social,37214,4.6,7.1,2.0,0.0,0.0,12,6,22,2020,1000000,5.0,1
Finance,714386,4.4,-1.0,2.0,0.0,0.0,3,5,18,2020,50000000,5.0,0
Entertainment,8216338,4.1,-1.0,-1.0,0.0,0.0,12,6,24,2020,100000000,-1,0
Food & Drink,1774865,4.2,-1.0,-1.0,0.0,0.0,3,6,25,2020,50000000,-1,0
Health & Fitness,8,4.8,1.6,1.0,0.0,0.0,3,2,6,2020,500,4.0.3,0
Business,61071,3.8,9.9,5.0,0.0,0.0,3,6,18,2020,10000000,4.1,0
Communication,72097,4.2,27.0,3.0,0.0,0.0,3,4,24,2020,1000000,4.1,0
Education,728,3.0,6.2,1.0,0.0,0.0,3,11,21,2018,100000,4.1,0
Health & Fitness,700,4.2,2.1,1.0,0.0,0.0,3,10,23,2018,100000,4.0.3,0
Photography,2985221,4.8,20.0,3.0,130.0,3990.0,3,6,20,2020,100000000,5.0,3
Card,248965,4.1,-1.0,-1.0,0.0,0.0,3,3,28,2020,50000000,-1,0
Arcade,1317474,4.1,80.0,1.0,55.0,280.0,3,6,23,2020,100000000,4.4,3
Tools,253,3.5,13.0,1.0,0.0,0.0,3,11,22,2019,100000,4.1,0
Health & Fitness,4601,4.5,19.0,3.0,0.0,0.0,3,11,5,2019,1000000,4.4,0
Simulation,132655,3.9,45.0,4.0,320.0,1600.0,7,3,16,2020,10000000,5.0,3
Simulation,123265,4.3,39.0,7.0,240.0,890.0,3,3,5,2020,10000000,5.0,2
Tools,1679,3.8,7.5,16.0,0.0,0.0,3,5,29,2020,100000,4.1,0
Casino,31408,4.5,-1.0,2.0,120.0,7900.0,12,8,2,2019,1000000,4.0.3,3
Personalization,182,4.3,6.3,1.0,0.0,0.0,12,6,3,2019,1000,4.2,0
Entertainment,1661,2.9,20.0,6.0,0.0,0.0,3,2,27,2020,1000000,4.2,2
Business,37,4.3,31.0,1.0,0.0,0.0,3,6,24,2020,1000,4.4,0
Puzzle,69322,3.9,68.0,2.0,60.0,1000.0,3,11,6,2019,1000000,4.1,2
Tools,671,3.4,3.3,1.0,0.0,0.0,3,9,18,2019,1000000,5.0,5
Music & Audio,47,2.3,4.3,1.0,0.0,0.0,3,3,28,2019,5000,5.0,0
Sports,5550,4.1,46.0,1.0,0.0,0.0,3,6,26,2020,100000,5.0,4
Communication,12232123,4.1,-1.0,-1.0,60.0,13000.0,3,6,18,2020,500000000,-1,7
Art & Design,836221,4.5,25.0,7.0,220.0,690.0,3,6,25,2020,50000000,4.1,1
Shopping,414,3.6,5.8,1.0,0.0,0.0,3,6,20,2020,100000,4.4,0
Video Players & Editors,1721,3.9,10.0,1.0,0.0,0.0,3,5,28,2020,1000000,4.1,0
Entertainment,23463,4.2,16.0,5.0,0.0,0.0,3,6,23,2020,5000000,4.4,0
Personalization,22,3.5,6.5,5.0,90.0,1100.0,3,9,25,2019,10000,4.2,0
Personalization,352,3.4,6.5,5.0,90.0,1100.0,3,9,25,2019,100000,4.2,0
Tools,23844,4.4,8.4,6.0,360.0,1150.0,3,6,16,2020,1000000,4.0,0
Productivity,28560,4.0,19.0,4.0,0.0,0.0,3,11,28,2019,10000000,5.0,0
Trivia,1924,2.6,13.0,4.0,430.0,1300.0,3,4,1,2020,100000,5.0,1
Personalization,168,4.1,5.6,1.0,0.0,0.0,3,10,25,2018,50000,4.0,1
Tools,1061,4.2,13.0,5.0,0.0,0.0,3,10,29,2019,100000,4.1,0
Board,95583,4.3,19.0,2.0,10.0,5726.49,3,4,24,2020,5000000,4.4,4
Education,293,4.5,8.5,3.0,0.0,0.0,3,4,8,2020,10000,4.1,0
Tools,338,3.8,81.0,1.0,0.0,0.0,3,9,28,2018,100000,4.0,0
Casual,29,4.7,5.3,1.0,0.0,0.0,3,1,21,2020,100,4.1,0
Education,24725,4.6,17.0,1.0,10.0,10000.0,3,6,26,2020,1000000,4.4,4
Entertainment,561560,3.5,92.0,2.0,60.0,7500.0,3,6,26,2020,10000000,5.1,1
Video Players & Editors,94,3.9,25.0,1.0,0.0,0.0,3,1,2,2020,10000,4.4,1
Productivity,715016,3.8,-1.0,-1.0,330.96,19884.2,3,6,24,2020,50000000,-1,3
Tools,5561,4.6,15.0,1.0,0.0,0.0,3,6,17,2020,100000,5.0,0
Productivity,49,3.6,6.9,1.0,0.0,0.0,3,12,26,2019,10000,5.0,0
Business,103,4.3,1.5,2.0,0.0,0.0,3,4,20,2019,10000,4.0,0
Education,33418,4.0,46.0,3.0,60.87,390.0,3,9,19,2018,1000000,4.4W,3
Communication,57,3.8,33.0,1.0,0.0,0.0,3,6,9,2020,1000,6.0,1
Food & Drink,167,4.4,10.0,2.0,0.0,0.0,3,6,8,2020,10000,4.2,0
Music & Audio,5294,4.8,20.0,6.0,0.0,0.0,3,3,20,2017,100000,4.3,7
Shopping,7466675,4.4,54.0,8.0,10.0,6939.0,3,6,19,2020,100000000,4.3,3
Productivity,1158,4.3,-1.0,5.0,0.0,0.0,3,6,24,2020,100000,6.0,0
Productivity,489,4.0,16.0,4.0,0.0,0.0,3,6,18,2020,10000,6.0,0
Puzzle,85767,4.6,-1.0,1.0,60.0,6200.0,3,5,18,2020,1000000,4.4,2
Personalization,8048852,4.5,20.0,-1.0,29.99,1300.0,12,6,26,2020,100000000,-1,3
Business,67147,4.3,8.7,8.0,190.0,190.0,3,8,2,2019,5000000,4.1,0
Health & Fitness,1159277,4.4,4.0,1.0,0.0,0.0,3,5,31,2020,100000000,5.0,0
Entertainment,1922,3.1,7.2,2.0,0.0,0.0,3,5,20,2019,100000,4.4,1
Business,27841,4.3,6.1,12.0,0.0,0.0,3,3,9,2020,1000000,4.0,0
Education,1603,3.9,6.3,1.0,0.0,0.0,3,6,25,2020,100000,5.0,0
Lifestyle,1858,3.9,89.0,6.0,0.0,0.0,3,6,16,2020,100000,6.0,1
Communication,3460694,4.4,-1.0,68.0,0.0,0.0,3,6,25,2020,100000000,-1,6
Maps & Navigation,76094,4.1,-1.0,-1.0,0.0,0.0,3,6,22,2020,10000000,-1,0
Tools,4277,3.6,14.0,2.0,0.0,0.0,3,7,12,2014,500000,2.3,0
Tools,284,4.5,203.0,1.0,0.0,0.0,3,9,16,2014,10000,1.5,0
Communication,5371788,4.4,-1.0,-1.0,0.0,0.0,12,6,6,2020,500000000,-1,1
Social,264599,4.4,-1.0,-1.0,0.0,0.0,12,5,15,2020,10000000,-1,1
Video Players & Editors,1386409,4.4,-1.0,-1.0,0.0,0.0,3,5,7,2020,100000000,-1,0
Lifestyle,216,4.9,1.6,1.0,0.0,0.0,3,12,11,2019,10000,4.4,0
Video Players & Editors,284359,4.2,-1.0,18.0,0.0,0.0,3,6,19,2020,10000000,5.0,0
Communication,1272,3.7,6.6,3.0,0.0,0.0,3,4,30,2020,1000000,4.4,5
Arcade,38402,4.3,36.0,-1.0,30.0,1550.0,12,1,31,2020,5000000,4.1,3
Photography,705963,4.8,-1.0,1.0,65.0,1350.0,12,6,16,2020,50000000,4.4,2
Tools,225433,4.0,7.8,2.0,120.0,120.0,3,12,4,2019,50000000,4.1,0
Puzzle,3622,4.7,2.6,1.0,131.25,3200.0,3,8,20,2017,100000,4.0,2
Sports,127,4.9,12.0,1.0,0.0,0.0,3,2,28,2020,10000,4.4,0
Communication,81069,4.5,32.0,16.0,0.0,0.0,3,6,26,2020,5000000,5.0,0
Shopping,150,3.1,13.0,1.0,0.0,0.0,3,3,9,2020,100000,4.4,0
Business,27,3.5,-1.0,-1.0,0.0,0.0,3,9,16,2019,10000,-1,0
Trivia,253421,4.1,19.0,3.0,0.0,0.0,3,6,24,2020,10000000,4.1,0
Tools,283,4.4,24.0,2.0,0.0,0.0,3,4,2,2020,10000,4.1,0
Education,71,4.7,11.0,1.0,490.0,11700.0,3,3,29,2020,5000,5.0,3
Photography,69187,4.5,7.7,2.0,0.0,0.0,3,11,3,2019,10000000,4.0,2
Personalization,906,4.6,69.0,1.0,0.0,0.0,3,6,12,2020,100000,4.1,3
Tools,604178,4.4,-1.0,-1.0,0.0,0.0,3,4,14,2020,100000000,-1,0
Video Players & Editors,749297,4.5,27.0,3.0,330.0,11100.0,3,6,17,2020,50000000,5.0,2
Video Players & Editors,4211,4.3,17.0,1.0,340.0,17100.0,3,6,15,2020,100000,5.0,3
Maps & Navigation,818,3.5,12.0,4.0,0.0,0.0,3,5,25,2020,100000,4.2,0
Photography,7660,3.9,26.0,1.0,700.0,700.0,3,5,30,2020,5000000,4.2,0
Tools,21,4.4,5.0,1.0,0.0,0.0,3,5,24,2019,1000,7.1,0
Social,3957771,4.4,50.0,4.0,10.0,26000.0,12,6,24,2020,100000000,4.1,8
Board,121581,4.1,31.0,2.0,80.0,17400.0,3,6,5,2020,10000000,4.1,3
Health & Fitness,585,3.2,15.0,2.0,0.0,0.0,3,5,7,2020,50000,6.0,0
Personalization,821,3.7,1.9,17.0,0.0,0.0,3,4,18,2020,100000,4.4,5
News & Magazines,420,3.8,12.0,1.0,0.0,0.0,3,9,4,2019,10000,4.0.3,0
Personalization,570,3.2,6.3,1.0,0.0,0.0,3,10,26,2018,100000,4.0,1
Simulation,868,4.1,141.0,1.0,320.0,6400.0,3,5,26,2020,10000,4.4,3
Maps & Navigation,4626,4.5,5.7,2.0,0.0,0.0,3,3,4,2020,50000,4.2,4
Education,32,4.2,3.7,2.0,0.0,0.0,3,5,30,2020,1000,4.0.3,0
Lifestyle,9852,4.1,1.7,1.0,0.0,0.0,3,12,17,2016,1000000,4.0.3,0
Tools,689,2.8,8.8,5.0,0.0,0.0,3,6,5,2017,50000,4.0.3,0
Business,127538,4.4,-1.0,-1.0,0.0,0.0,3,4,18,2020,10000000,-1,0
Education,49,4.0,5.6,4.0,0.0,0.0,3,5,29,2019,5000,5.0,0
Finance,309,3.9,8.1,2.0,0.0,0.0,3,5,5,2020,50000,5.0,0
Tools,400,4.4,3.1,1.0,270.0,270.0,3,5,23,2020,10000,4.4,0
Photography,613420,4.4,-1.0,4.0,0.0,0.0,3,6,4,2020,10000000,4.1,0
Video Players & Editors,482481,4.4,9.7,1.0,0.0,0.0,3,6,24,2020,50000000,5.1,0
Video Players & Editors,315,4.2,9.8,2.0,0.0,0.0,3,6,25,2020,50000,4.1,0
Video Players & Editors,7307800,4.4,73.0,3.0,10.0,10801.8,12,6,24,2020,500000000,4.1,8
Video Players & Editors,220949,3.7,16.0,2.0,97.0,8600.0,12,5,21,2020,50000000,4.1,4
Video Players & Editors,23350,3.9,6.3,1.0,0.0,0.0,3,8,26,2019,10000000,5.0,0
Video Players & Editors,1577,4.7,6.6,1.0,0.0,0.0,3,5,12,2020,500000,4.3,0
Tools,116762,4.4,17.0,4.0,50.0,50.0,3,4,17,2020,10000000,4.4,0
Photography,2126931,4.4,-1.0,-1.0,53.01,650.0,12,6,26,2020,100000000,-1,1
Education,6221,3.8,6.1,2.0,0.0,0.0,3,7,11,2017,500000,4.0.3,0
Communication,10922,3.5,5.7,2.0,430.0,13800.0,18,12,5,2019,5000000,4.1,7
Personalization,127,4.2,11.0,1.0,0.0,0.0,3,7,5,2019,50000,4.0,0
